CrimeDate	CrimeTime	CrimeCode	Location	Description	Weapon	Post	District	Neighborhood	"Location 1"	"Total Incidents"	latitude	longitude
2014/06/29	1854	1F	"800 ALLENDALE ST"	HOMICIDE	FIREARM	822	SOUTHWESTERN	Edgewood	"(39.2974400000, -76.6785400000)"	1	39.2974400000	-76.6785400000
2014/06/29	1854	1F	"800 ALLENDALE ST"	HOMICIDE	FIREARM	822	SOUTHWESTERN	Edgewood	"(39.2974400000, -76.6785400000)"	1	39.2974400000	-76.6785400000
2014/06/29	2342	1F	"1300 WARD ST"	HOMICIDE	FIREARM	921	SOUTHERN	"Washington Village/Pigtown"	"(39.2801900000, -76.6348700000)"	1	39.2801900000	-76.6348700000
2014/06/27	1600	1F	"2500 LOYOLA NORTHWAY"	HOMICIDE	FIREARM	531	NORTHERN	Greenspring	"(39.3397600000, -76.6610000000)"	1	39.3397600000	-76.6610000000
2014/06/26	1052	1F	"3600 W COLD SPRING LA"	HOMICIDE	FIREARM	625	NORTHWESTERN	Ashburton	"(39.3359600000, -76.6755000000)"	1	39.3359600000	-76.6755000000
2014/06/21	211	1F	"0 S MONASTERY AV"	HOMICIDE	FIREARM	824	SOUTHWESTERN	"Saint Josephs"	"(39.2863000000, -76.6783800000)"	1	39.2863000000	-76.6783800000
2014/06/21	1341	1F	"1500 WINSTON AV"	HOMICIDE	FIREARM	426	NORTHEASTERN	Stonewood-Pentwood-Winston	"(39.3501200000, -76.5900400000)"	1	39.3501200000	-76.5900400000
2014/06/16	2227	1F	"100 S PAYSON ST"	HOMICIDE	FIREARM	934	SOUTHERN	"Carrollton Ridge"	"(39.2859800000, -76.6485700000)"	1	39.2859800000	-76.6485700000
2014/06/14	1715	1F	"1500 E BIDDLE ST"	HOMICIDE	FIREARM	322	EASTERN	Oliver	"(39.3041900000, -76.5978700000)"	1	39.3041900000	-76.5978700000
2014/06/08	300	1F	"500 RICHWOOD AV"	HOMICIDE	FIREARM	524	NORTHERN	"Richnor Springs"	"(39.3470500000, -76.6095500000)"	1	39.3470500000	-76.6095500000
2014/06/08	2010	1F	"4100 PRIOR AV"	HOMICIDE	FIREARM	422	NORTHEASTERN	Belair-Parkside	"(39.3295500000, -76.5681700000)"	1	39.3295500000	-76.5681700000
2014/06/07	1110	1K	"2400 E OLIVER ST"	HOMICIDE	KNIFE	333	EASTERN	"Broadway East"	"(39.3079300000, -76.5838800000)"	1	39.3079300000	-76.5838800000
2014/06/06	1211	1K	"3400 REISTERSTOWN RD"	HOMICIDE	KNIFE	611	NORTHWESTERN	"Park Circle"	"(39.3272500000, -76.6589800000)"	1	39.3272500000	-76.6589800000
2014/06/03	1	1F	"3700 REISTERSTOWN RD"	HOMICIDE	FIREARM	612	NORTHWESTERN	"Park Circle"	"(39.3302700000, -76.6613400000)"	1	39.3302700000	-76.6613400000
2014/06/03	626	1O	"1400 FILLMORE ST"	HOMICIDE	OTHER	411	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3221000000, -76.6002800000)"	1	39.3221000000	-76.6002800000
2014/06/02	1554	1F	"3700 COTTAGE AV"	HOMICIDE	FIREARM	611	NORTHWESTERN	"Park Circle"	"(39.3316700000, -76.6588000000)"	1	39.3316700000	-76.6588000000
2014/06/02	2322	1F	"2200 BROOKFIELD AV"	HOMICIDE	FIREARM	134	CENTRAL	"Reservoir Hill"	"(39.3131200000, -76.6332100000)"	1	39.3131200000	-76.6332100000
2014/06/01	2249	1F	"100 S KOSSUTH ST"	HOMICIDE	FIREARM	824	SOUTHWESTERN	"Saint Josephs"	"(39.2853500000, -76.6768100000)"	1	39.2853500000	-76.6768100000
2014/06/01	2334	1K	"1800 N FULTON AV"	HOMICIDE	KNIFE	732	WESTERN	Sandtown-Winchester	"(39.3089400000, -76.6464800000)"	1	39.3089400000	-76.6464800000
2014/05/31	159	1K	"0 S STOCKTON ST"	HOMICIDE	KNIFE	933	SOUTHERN	"Hollins Market"	"(39.2872800000, -76.6373900000)"	1	39.2872800000	-76.6373900000
2014/05/31	1204	1F	"100 DENISON ST"	HOMICIDE	FIREARM	815	SOUTHWESTERN	Allendale	"(39.2887800000, -76.6766200000)"	1	39.2887800000	-76.6766200000
2014/05/27	2103	1O	"1900 W FRANKLIN ST"	HOMICIDE	OTHER	721	WESTERN	Midtown-Edmondson	"(39.2938500000, -76.6476900000)"	1	39.2938500000	-76.6476900000
2014/05/27	2103	1O	"1900 W FRANKLIN ST"	HOMICIDE	OTHER	721	WESTERN	Midtown-Edmondson	"(39.2938500000, -76.6476900000)"	1	39.2938500000	-76.6476900000
2014/05/26	145	1F	"0 S MOUNT ST"	HOMICIDE	FIREARM	933	SOUTHERN	"Union Square"	"(39.2868900000, -76.6437400000)"	1	39.2868900000	-76.6437400000
2014/05/24	114	1F	"2300 FREDERICK AV"	HOMICIDE	FIREARM	836	SOUTHWESTERN	"Shipley Hill"	"(39.2848300000, -76.6528000000)"	1	39.2848300000	-76.6528000000
2014/05/23	2134	1F	"1600 GERTRUDE ST"	HOMICIDE	FIREARM	811	SOUTHWESTERN	"Northwest Community Action"	"(39.3060500000, -76.6645600000)"	1	39.3060500000	-76.6645600000
2014/05/22	2149	1F	"2800 EDMONDSON AV"	HOMICIDE	FIREARM	725	WESTERN	Mosher	"(39.2945100000, -76.6630200000)"	1	39.2945100000	-76.6630200000
2014/05/21	430	1F	"2600 PARK HEIGHTS TER"	HOMICIDE	FIREARM	531	NORTHERN	Greenspring	"(39.3386000000, -76.6616100000)"	1	39.3386000000	-76.6616100000
2014/05/21	2304	1F	"900 N CAROLINE ST"	HOMICIDE	FIREARM	322	EASTERN	"Gay Street"	"(39.3005000000, -76.5977800000)"	1	39.3005000000	-76.5977800000
2014/05/17	1630	1F	"5100 ELMER AV"	HOMICIDE	FIREARM	614	NORTHWESTERN	"Central Park Heights"	"(39.3469000000, -76.6779000000)"	1	39.3469000000	-76.6779000000
2014/05/16	1212	1F	"0 E CHASE ST"	HOMICIDE	FIREARM	142	CENTRAL	"Mid-Town Belvedere"	"(39.3023800000, -76.6150400000)"	1	39.3023800000	-76.6150400000
2014/05/15	2330	1F	"3400 DUDLEY AV"	HOMICIDE	FIREARM	415	NORTHEASTERN	Belair-Edison	"(39.3225200000, -76.5639300000)"	1	39.3225200000	-76.5639300000
2014/05/12	106	1F	"4800 ABERDEEN AV"	HOMICIDE	FIREARM	433	NORTHEASTERN	Frankford	"(39.3196400000, -76.5509300000)"	1	39.3196400000	-76.5509300000
2014/05/11	107	1F	"1400 N Patterson Park Av"	HOMICIDE	FIREARM	332	EASTERN	"Broadway East"	"(39.3068500000, -76.5856600000)"	1	39.3068500000	-76.5856600000
2014/05/11	2143	1F	"2400 ANNOR CT"	HOMICIDE	FIREARM	923	SOUTHERN	Westport	"(39.2623600000, -76.6410700000)"	1	39.2623600000	-76.6410700000
2014/05/09	452	1F	"3400 WILKENS AV"	HOMICIDE	FIREARM	833	SOUTHWESTERN	"Saint Agnes"	"(39.2729600000, -76.6741300000)"	1	39.2729600000	-76.6741300000
2014/05/07	2358	1K	"2100 GARRISON BLVD"	HOMICIDE	KNIFE	812	SOUTHWESTERN	"Mount Holly"	"(39.3114600000, -76.6751000000)"	1	39.3114600000	-76.6751000000
2014/05/06	2151	1F	"2400 WELLBRIDGE DR"	HOMICIDE	FIREARM	424	NORTHEASTERN	"Hamilton Hills"	"(39.3676700000, -76.5636000000)"	1	39.3676700000	-76.5636000000
2014/05/05	1638	1F	"2300 E MONUMENT ST"	HOMICIDE	FIREARM	325	EASTERN	"McElderry Park"	"(39.2987300000, -76.5842500000)"	1	39.2987300000	-76.5842500000
2014/05/03	1758	1F	"2500 HURON ST"	HOMICIDE	FIREARM	923	SOUTHERN	"Mount Winans"	"(39.2622500000, -76.6436000000)"	1	39.2622500000	-76.6436000000
2014/05/03	132	1K	"0 W BALTIMORE ST"	HOMICIDE	KNIFE	112	CENTRAL	Downtown	"(39.2894900000, -76.6153200000)"	1	39.2894900000	-76.6153200000
2014/05/03	2320	1F	"1300 W LAFAYETTE AV"	HOMICIDE	FIREARM	713	WESTERN	Sandtown-Winchester	"(39.2990500000, -76.6393300000)"	1	39.2990500000	-76.6393300000
2014/04/27	210	1K	"1900 N MONROE ST"	HOMICIDE	KNIFE	732	WESTERN	Mondawmin	"(39.3102000000, -76.6482100000)"	1	39.3102000000	-76.6482100000
2014/04/27	356	1O	"1900 E NORTH AV"	HOMICIDE	OTHER	331	EASTERN	"Broadway East"	"(39.3122800000, -76.5909900000)"	1	39.3122800000	-76.5909900000
2014/04/22	100	1F	"600 ROUNDVIEW RD"	HOMICIDE	FIREARM	924	SOUTHERN	"Cherry Hill"	"(39.2481800000, -76.6203600000)"	1	39.2481800000	-76.6203600000
2014/04/18	1711	1F	"1900 W LANVALE ST"	HOMICIDE	FIREARM	724	WESTERN	Midtown-Edmondson	"(39.2975800000, -76.6475100000)"	1	39.2975800000	-76.6475100000
2014/04/17	1936	1F	"1600 N WOLFE ST"	HOMICIDE	FIREARM	321	EASTERN	"Broadway East"	"(39.3088300000, -76.5915500000)"	1	39.3088300000	-76.5915500000
2014/04/16	1754	1F	"2300 LYNDHURST AV"	HOMICIDE	FIREARM	622	NORTHWESTERN	"Windsor Hills"	"(39.3136700000, -76.6835600000)"	1	39.3136700000	-76.6835600000
2014/04/15	1355	1O	"6200 ERDMAN AV"	HOMICIDE	OTHER	232	SOUTHEASTERN	"Pulaski Industrial Area"	"(39.3013900000, -76.5435400000)"	1	39.3013900000	-76.5435400000
2014/04/14	2040	1K	"5100 YORK RD"	HOMICIDE	KNIFE	521	NORTHERN	Winston-Govans	"(39.3502300000, -76.6096700000)"	1	39.3502300000	-76.6096700000
2014/04/08	1851	1K	"1500 PENNSYLVANIA AV"	HOMICIDE	KNIFE	132	CENTRAL	Upton	"(39.3020400000, -76.6328500000)"	1	39.3020400000	-76.6328500000
2014/04/06	850	1F	"2800 KIRK AV"	HOMICIDE	FIREARM	411	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3241100000, -76.5961200000)"	1	39.3241100000	-76.5961200000
2014/04/04	1424	1F	"1000 HOLLINS ST"	HOMICIDE	FIREARM	931	SOUTHERN	"Hollins Market"	"(39.2876800000, -76.6347700000)"	1	39.2876800000	-76.6347700000
2014/04/03	2300	1F	"2600 GROGAN AV"	HOMICIDE	FIREARM	333	EASTERN	Berea	"(39.3064600000, -76.5808800000)"	1	39.3064600000	-76.5808800000
2014/03/31	2043	1F	"6100 FORTVIEW WY"	HOMICIDE	FIREARM	234	SOUTHEASTERN	"O'Donnell Heights"	"(39.2776600000, -76.5426100000)"	1	39.2776600000	-76.5426100000
2014/03/27	223	1K	"2000 ALICEANNA ST"	HOMICIDE	KNIFE	215	SOUTHEASTERN	"Fells Point"	"(39.2837600000, -76.5885300000)"	1	39.2837600000	-76.5885300000
2014/03/25	2232	1F	"3800 8TH ST"	HOMICIDE	FIREARM	913	SOUTHERN	Brooklyn	"(39.2332100000, -76.6004400000)"	1	39.2332100000	-76.6004400000
2014/03/14	2032	1F	"2900 E EAGER ST"	HOMICIDE	FIREARM	334	EASTERN	Madison-Eastend	"(39.3020700000, -76.5767800000)"	1	39.3020700000	-76.5767800000
2014/03/08	2050	1K	"2600 MURA ST"	HOMICIDE	KNIFE	333	EASTERN	Berea	"(39.3053900000, -76.5808000000)"	1	39.3053900000	-76.5808000000
2014/03/07	944	1F	"2800 PRESBURY ST"	HOMICIDE	FIREARM	811	SOUTHWESTERN	"Northwest Community Action"	"(39.3072100000, -76.6650100000)"	1	39.3072100000	-76.6650100000
2014/03/01	1730	1O	"3600 SEVEN MILE LA"	HOMICIDE	OTHER	632	NORTHWESTERN	Fallstaff	"(39.3670500000, -76.7081600000)"	1	39.3670500000	-76.7081600000
2014/02/25	1935	1F	"700 N AUGUSTA AV"	HOMICIDE	FIREARM	822	SOUTHWESTERN	"Edmondson Village"	"(39.2956400000, -76.6851000000)"	1	39.2956400000	-76.6851000000
2014/02/24	7	1F	"2400 WILGREY CT"	HOMICIDE	FIREARM	922	SOUTHERN	Westport	"(39.2636100000, -76.6406800000)"	1	39.2636100000	-76.6406800000
2014/02/23	2000	1F	"5100 CORDELIA AV"	HOMICIDE	FIREARM	614	NORTHWESTERN	"Langston Hughes"	"(39.3445400000, -76.6801700000)"	1	39.3445400000	-76.6801700000
2014/02/21	1617	1F	"400 N PATTERSON PARK AV"	HOMICIDE	FIREARM	325	EASTERN	CARE	"(39.2956800000, -76.5849700000)"	1	39.2956800000	-76.5849700000
2014/02/11	713	1F	"3900 THE ALAMEDA"	HOMICIDE	FIREARM	414	NORTHEASTERN	"Ednor Gardens-Lakeside"	"(39.3362000000, -76.5979500000)"	1	39.3362000000	-76.5979500000
2014/02/11	2042	1F	"500 E 35TH ST"	HOMICIDE	FIREARM	525	NORTHERN	Waverly	"(39.3309700000, -76.6089100000)"	1	39.3309700000	-76.6089100000
2014/02/10	2043	1F	"1500 PENNSYLVANIA AV"	HOMICIDE	FIREARM	132	CENTRAL	Upton	"(39.3025900000, -76.6335300000)"	1	39.3025900000	-76.6335300000
2014/02/09	138	1K	"400 E BALTIMORE ST"	HOMICIDE	KNIFE	111	CENTRAL	Downtown	"(39.2897800000, -76.6096500000)"	1	39.2897800000	-76.6096500000
2014/02/06	1428	1O	"4000 PENHURST AV"	HOMICIDE	OTHER	624	NORTHWESTERN	"West Arlington"	"(39.3386700000, -76.6859200000)"	1	39.3386700000	-76.6859200000
2014/02/05	545	1F	"600 S PONCA ST"	HOMICIDE	FIREARM	233	SOUTHEASTERN	Greektown	"(39.2855700000, -76.5548300000)"	1	39.2855700000	-76.5548300000
2014/01/31	724	1K	"400 S ELLWOOD AV"	HOMICIDE	KNIFE	224	SOUTHEASTERN	Highlandtown	"(39.2872100000, -76.5729600000)"	1	39.2872100000	-76.5729600000
2014/01/30	127	1F	"900 S CLINTON ST"	HOMICIDE	FIREARM	231	SOUTHEASTERN	Canton	"(39.2823700000, -76.5697400000)"	1	39.2823700000	-76.5697400000
2014/01/30	944	1F	"1500 COLE ST"	HOMICIDE	FIREARM	935	SOUTHERN	"New Southwest/Mount Clare"	"(39.2822700000, -76.6406700000)"	1	39.2822700000	-76.6406700000
2014/01/30	944	1F	"1500 COLE ST"	HOMICIDE	FIREARM	935	SOUTHERN	"New Southwest/Mount Clare"	"(39.2822700000, -76.6406700000)"	1	39.2822700000	-76.6406700000
2014/01/30	1849	1F	"4100 WALRAD ST"	HOMICIDE	FIREARM	833	SOUTHWESTERN	Irvington	"(39.2800100000, -76.6836400000)"	1	39.2800100000	-76.6836400000
2014/01/28	1229	1F	"5200 DENMORE AV"	HOMICIDE	FIREARM	633	NORTHWESTERN	Arlington	"(39.3487000000, -76.6780500000)"	1	39.3487000000	-76.6780500000
2014/01/27	2034	1F	"600 E 38TH ST"	HOMICIDE	FIREARM	525	NORTHERN	Waverly	"(39.3355700000, -76.6073100000)"	1	39.3355700000	-76.6073100000
2014/01/25	59	1K	"200 N PAYSON ST"	HOMICIDE	KNIFE	721	WESTERN	"Penrose/Fayette Street Outreach"	"(39.2905500000, -76.6488400000)"	1	39.2905500000	-76.6488400000
2014/01/25	2335	1F	"1900 E 28TH ST"	HOMICIDE	FIREARM	412	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3238900000, -76.5894800000)"	1	39.3238900000	-76.5894800000
2014/01/18	507	1K	"2000 WHEELER AV"	HOMICIDE	KNIFE	735	WESTERN	Mondawmin	"(39.3107100000, -76.6557600000)"	1	39.3107100000	-76.6557600000
2014/01/17	657	1F	"300 ILCHESTER AV"	HOMICIDE	FIREARM	512	NORTHERN	Harwood	"(39.3227800000, -76.6123900000)"	1	39.3227800000	-76.6123900000
2014/01/12	2157	1F	"3600 REISTERSTOWN RD"	HOMICIDE	FIREARM	612	NORTHWESTERN	"Park Circle"	"(39.3289500000, -76.6603400000)"	1	39.3289500000	-76.6603400000
2014/01/12	2313	1F	"3900 EDGEWOOD RD"	HOMICIDE	FIREARM	625	NORTHWESTERN	"East Arlington"	"(39.3311600000, -76.6703300000)"	1	39.3311600000	-76.6703300000
2014/01/11	400	1F	"100 E MADISON ST"	HOMICIDE	FIREARM	144	CENTRAL	"Mount Vernon"	"(39.2986900000, -76.6138300000)"	1	39.2986900000	-76.6138300000
2014/01/10	158	1F	"2200 MARYLAND AV"	HOMICIDE	FIREARM	516	NORTHERN	"Old Goucher"	"(39.3143400000, -76.6181700000)"	1	39.3143400000	-76.6181700000
2014/01/10	957	1K	"2500 FREDERICK AV"	HOMICIDE	KNIFE	836	SOUTHWESTERN	"Shipley Hill"	"(39.2832700000, -76.6561600000)"	1	39.2832700000	-76.6561600000
2014/01/10	1806	1F	"7000 MC CLEAN BLVD"	HOMICIDE	FIREARM	424	NORTHEASTERN	"Hamilton Hills"	"(39.3710000000, -76.5670400000)"	1	39.3710000000	-76.5670400000
2014/01/09	1455	1F	"500 S SMALLWOOD ST"	HOMICIDE	FIREARM	835	SOUTHWESTERN	"Carrollton Ridge"	"(39.2813000000, -76.6508800000)"	1	39.2813000000	-76.6508800000
2014/01/08	2224	1F	"5300 EASTBURY AV"	HOMICIDE	FIREARM	436	NORTHEASTERN	Frankford	"(39.3217400000, -76.5508000000)"	1	39.3217400000	-76.5508000000
2014/01/06	1630	1F	"3600 LIBERTY HEIGHTS AV"	HOMICIDE	FIREARM	625	NORTHWESTERN	Ashburton	"(39.3257500000, -76.6766500000)"	1	39.3257500000	-76.6766500000
2014/01/06	1940	1F	"3000 OAKFORD AV"	HOMICIDE	FIREARM	534	NORTHERN	Parklane	"(39.3414200000, -76.6644400000)"	1	39.3414200000	-76.6644400000
2014/01/03	1726	1F	"1700 ASHBURTON ST"	HOMICIDE	FIREARM	735	WESTERN	"Coppin Heights/Ash-Co-East"	"(39.3074700000, -76.6621800000)"	1	39.3074700000	-76.6621800000
2014/01/02	1804	1F	"4300 SHAMROCK AV"	HOMICIDE	FIREARM	436	NORTHEASTERN	Belair-Edison	"(39.3268800000, -76.5635600000)"	1	39.3268800000	-76.5635600000
2014/01/02	2115	1F	"1800 N Patterson Park Av"	HOMICIDE	FIREARM	331	EASTERN	"Broadway East"	"(39.3110600000, -76.5859100000)"	1	39.3110600000	-76.5859100000
2014/01/02	2115	1F	"1800 N Patterson Park Av"	HOMICIDE	FIREARM	331	EASTERN	"Broadway East"	"(39.3110600000, -76.5859100000)"	1	39.3110600000	-76.5859100000
2014/01/01	1520	1F	"3900 EDMONDSON AV"	HOMICIDE	FIREARM	822	SOUTHWESTERN	"Edmondson Village"	"(39.2939000000, -76.6812700000)"	1	39.2939000000	-76.6812700000
2014/01/01	1520	1F	"3900 EDMONDSON AV"	HOMICIDE	FIREARM	822	SOUTHWESTERN	"Edmondson Village"	"(39.2939000000, -76.6812700000)"	1	39.2939000000	-76.6812700000
2013/12/31	6	1F	"100 W HAMBURG ST"	HOMICIDE	FIREARM	941	SOUTHERN	Sharp-Leadenhall	"(39.2777900000, -76.6157100000)"	1	39.2777900000	-76.6157100000
2013/12/29	116	1F	"2700 E MONUMENT ST"	HOMICIDE	FIREARM	334	EASTERN	Madison-Eastend	"(39.2989900000, -76.5794100000)"	1	39.2989900000	-76.5794100000
2013/12/28	19	1K	"2800 W LANVALE ST"	HOMICIDE	KNIFE	725	WESTERN	Mosher	"(39.2971700000, -76.6635500000)"	1	39.2971700000	-76.6635500000
2013/12/25	2054	1K	"900 COPPIN CT"	HOMICIDE	KNIFE	924	SOUTHERN	"Cherry Hill"	"(39.2453800000, -76.6244300000)"	1	39.2453800000	-76.6244300000
2013/12/23	2259	1F	"900 N MOUNT ST"	HOMICIDE	FIREARM	715	WESTERN	Sandtown-Winchester	"(39.2995600000, -76.6443700000)"	1	39.2995600000	-76.6443700000
2013/12/22	305	1F	"300 PARK AV"	HOMICIDE	FIREARM	114	CENTRAL	Downtown	"(39.2930300000, -76.6181600000)"	1	39.2930300000	-76.6181600000
2013/12/22	1637	1O	"2800 RIDGEWOOD AV"	HOMICIDE	OTHER	613	NORTHWESTERN	Towanda-Grantley	"(39.3394100000, -76.6701400000)"	1	39.3394100000	-76.6701400000
2013/12/21	1407	1F	"2400 MAISEL CT"	HOMICIDE	FIREARM	923	SOUTHERN	Westport	"(39.2631400000, -76.6405300000)"	1	39.2631400000	-76.6405300000
2013/12/20	1439	1F	"1200 N LUZERNE AV"	HOMICIDE	FIREARM	333	EASTERN	Berea	"(39.3048800000, -76.5812900000)"	1	39.3048800000	-76.5812900000
2013/12/19	1330	1F	"1500 E 29TH ST"	HOMICIDE	FIREARM	412	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3246400000, -76.5948200000)"	1	39.3246400000	-76.5948200000
2013/12/18	1858	1K	"500 E 26TH ST"	HOMICIDE	KNIFE	513	NORTHERN	"Better Waverly"	"(39.3190600000, -76.6092900000)"	1	39.3190600000	-76.6092900000
2013/12/16	1130	1F	"5200 BEAUFORT AV"	HOMICIDE	FIREARM	634	NORTHWESTERN	Arlington	"(39.3471900000, -76.6803000000)"	1	39.3471900000	-76.6803000000
2013/12/15	1924	1F	"200 BEALE CT"	HOMICIDE	FIREARM	212	SOUTHEASTERN	Dunbar-Broadway	"(39.2937700000, -76.5956100000)"	1	39.2937700000	-76.5956100000
2013/12/14	2247	1F	"200 AISQUITH ST"	HOMICIDE	FIREARM	211	SOUTHEASTERN	"Pleasant View Gardens"	"(39.2940300000, -76.6017500000)"	1	39.2940300000	-76.6017500000
2013/12/13	1542	1F	"2200 LIBERTY HEIGHTS AV"	HOMICIDE	FIREARM	611	NORTHWESTERN	Parkview/Woodbrook	"(39.3185700000, -76.6519900000)"	1	39.3185700000	-76.6519900000
2013/12/12	1152	1F	"4500 FERNHILL AV"	HOMICIDE	FIREARM	626	NORTHWESTERN	"West Arlington"	"(39.3376800000, -76.6941600000)"	1	39.3376800000	-76.6941600000
2013/12/11	1820	1F	"5200 DENMORE AV"	HOMICIDE	FIREARM	633	NORTHWESTERN	Arlington	"(39.3487000000, -76.6780500000)"	1	39.3487000000	-76.6780500000
2013/12/05	1858	1F	"3300 VIRGINIA AV"	HOMICIDE	FIREARM	613	NORTHWESTERN	"Central Park Heights"	"(39.3435700000, -76.6715100000)"	1	39.3435700000	-76.6715100000
2013/12/04	2320	1F	"2800 PARKWOOD AV"	HOMICIDE	FIREARM	736	WESTERN	Parkview/Woodbrook	"(39.3152000000, -76.6461100000)"	1	39.3152000000	-76.6461100000
2013/11/30	336	1K	"1000 E PATAPSCO AV"	HOMICIDE	KNIFE	911	SOUTHERN	"Fairfield Area"	"(39.2342800000, -76.5956300000)"	1	39.2342800000	-76.5956300000
2013/11/26	1827	1F	"700 LINNARD ST"	HOMICIDE	FIREARM	815	SOUTHWESTERN	Edgewood	"(39.2954600000, -76.6763700000)"	1	39.2954600000	-76.6763700000
2013/11/23	1448	1F	"4200 WOODRIDGE RD"	HOMICIDE	FIREARM	823	SOUTHWESTERN	"Rognel Heights"	"(39.2970000000, -76.6862000000)"	1	39.2970000000	-76.6862000000
2013/11/22	2345	1K	"5000 SINCLAIR LA"	HOMICIDE	KNIFE	433	NORTHEASTERN	Frankford	"(39.3221100000, -76.5481000000)"	1	39.3221100000	-76.5481000000
2013/11/20	1200	1O	"4100 HYDEN CT"	HOMICIDE	OTHER	911	SOUTHERN	Brooklyn	"(39.2287400000, -76.5976300000)"	1	39.2287400000	-76.5976300000
2013/11/19	1940	1F	"2400 LAURETTA AV"	HOMICIDE	FIREARM	723	WESTERN	"Rosemont Homeowners/Tenants"	"(39.2941100000, -76.6549900000)"	1	39.2941100000	-76.6549900000
2013/11/17	1044	1F	"1300 N LONGWOOD ST"	HOMICIDE	FIREARM	814	SOUTHWESTERN	Rosemont	"(39.3026900000, -76.6672000000)"	1	39.3026900000	-76.6672000000
2013/11/16	12	1F	"900 WATSON ST"	HOMICIDE	FIREARM	211	SOUTHEASTERN	Jonestown	"(39.2897100000, -76.6037800000)"	1	39.2897100000	-76.6037800000
2013/11/16	2150	1F	"300 S CALHOUN ST"	HOMICIDE	FIREARM	935	SOUTHERN	"New Southwest/Mount Clare"	"(39.2843400000, -76.6393500000)"	1	39.2843400000	-76.6393500000
2013/11/15	1642	1F	"600 WYANOKE AV"	HOMICIDE	FIREARM	525	NORTHERN	"Pen Lucy"	"(39.3373600000, -76.6070800000)"	1	39.3373600000	-76.6070800000
2013/11/14	1623	1F	"1300 LAURENS ST"	HOMICIDE	FIREARM	731	WESTERN	Sandtown-Winchester	"(39.3033800000, -76.6390600000)"	1	39.3033800000	-76.6390600000
2013/11/13	430	1F	"5100 ARBUTUS AV"	HOMICIDE	FIREARM	614	NORTHWESTERN	"Langston Hughes"	"(39.3433300000, -76.6813100000)"	1	39.3433300000	-76.6813100000
2013/11/12	1310	1F	"2500 N EDGECOMBE CIR"	HOMICIDE	FIREARM	534	NORTHERN	Parklane	"(39.3417400000, -76.6601500000)"	1	39.3417400000	-76.6601500000
2013/11/09	116	1F	"400 N ATHOL AV"	HOMICIDE	FIREARM	826	SOUTHWESTERN	Uplands	"(39.2904100000, -76.6891300000)"	1	39.2904100000	-76.6891300000
2013/11/09	2305	1F	"4400 FRANKFORD AV"	HOMICIDE	FIREARM	435	NORTHEASTERN	Frankford	"(39.3359200000, -76.5494000000)"	1	39.3359200000	-76.5494000000
2013/11/07	241	1F	"1500 W BALTIMORE ST"	HOMICIDE	FIREARM	712	WESTERN	"Franklin Square"	"(39.2884500000, -76.6411900000)"	1	39.2884500000	-76.6411900000
2013/11/07	2258	1F	"1100 Mc Kean Av"	HOMICIDE	FIREARM	724	WESTERN	Sandtown-Winchester	"(39.3013600000, -76.6469200000)"	1	39.3013600000	-76.6469200000
2013/11/06	1807	1F	"800 APPLETON ST"	HOMICIDE	FIREARM	724	WESTERN	Midtown-Edmondson	"(39.2979300000, -76.6483800000)"	1	39.2979300000	-76.6483800000
2013/11/05	1644	1F	"200 S WOLFE ST"	HOMICIDE	FIREARM	215	SOUTHEASTERN	"Upper Fells Point"	"(39.2891300000, -76.5903300000)"	1	39.2891300000	-76.5903300000
2013/11/05	1644	1F	"200 S WOLFE ST"	HOMICIDE	FIREARM	215	SOUTHEASTERN	"Upper Fells Point"	"(39.2891300000, -76.5903300000)"	1	39.2891300000	-76.5903300000
2013/11/05	1723	1F	"1100 E OLIVER ST"	HOMICIDE	FIREARM	313	EASTERN	Oliver	"(39.3071700000, -76.6030900000)"	1	39.3071700000	-76.6030900000
2013/10/31	1311	1F	"2000 KENNEDY AV"	HOMICIDE	FIREARM	311	EASTERN	"East Baltimore Midway"	"(39.3131500000, -76.6043200000)"	1	39.3131500000	-76.6043200000
2013/10/31	1311	1F	"2000 KENNEDY AV"	HOMICIDE	FIREARM	311	EASTERN	"East Baltimore Midway"	"(39.3131500000, -76.6043200000)"	1	39.3131500000	-76.6043200000
2013/10/30	1525	1F	"1900 N ROSEDALE ST"	HOMICIDE	FIREARM	811	SOUTHWESTERN	Walbrook	"(39.3091200000, -76.6693600000)"	1	39.3091200000	-76.6693600000
2013/10/29	2310	1F	"500 W PRESTON ST"	HOMICIDE	FIREARM	124	CENTRAL	"Heritage Crossing"	"(39.2993300000, -76.6259100000)"	1	39.2993300000	-76.6259100000
2013/10/26	1830	1F	"2200 N FULTON AV"	HOMICIDE	FIREARM	736	WESTERN	"Penn North"	"(39.3141300000, -76.6452600000)"	1	39.3141300000	-76.6452600000
2013/10/25	1959	1F	"0 N BENTALOU ST"	HOMICIDE	FIREARM	721	WESTERN	"Penrose/Fayette Street Outreach"	"(39.2883200000, -76.6528500000)"	1	39.2883200000	-76.6528500000
